original_img_file,new_img_file,phrase
2571.jpg,3720.jpg,the priv te shop
2571.jpg,3721.jpg,the fish chip restaurant
1669.jpg,3722.jpg,the la turka bar
1669.jpg,3723.jpg,the fresh store
1669.jpg,3724.jpg,the grey car which is in front of the fresh store
1669.jpg,3725.jpg,the blue car which is in front of the la turka bar 
4119.jpg,3726.jpg,the 2nd creation store 
4119.jpg,3727.jpg,the phoenix shop
4119.jpg,3728.jpg,the bar
476.jpg,3729.jpg,the greggs shop
476.jpg,3730.jpg,the barclays shop
476.jpg,3731.jpg,the card factory shop
476.jpg,3732.jpg,the black car which is in front of the greggs shop
476.jpg,3733.jpg,the grey car which is in front of the barclays shop
476.jpg,3734.jpg,truck before the black van parked outside the card factory
4505.jpg,3735.jpg,the real thing store
4505.jpg,3736.jpg,the hill creation store
4505.jpg,3737.jpg,the maple store 
4505.jpg,3738.jpg,blue storefront next to the maple store
3901.jpg,3739.jpg,the hopscotch room
3901.jpg,3740.jpg,the 24hr cash store
2836.jpg,3741.jpg,the mathco store
2836.jpg,3742.jpg,store on the right of the mathco store
2836.jpg,3743.jpg,store on the left of the mathco store
4328.jpg,3744.jpg,the french fries snack stand
4328.jpg,3745.jpg,the pizza snack stand
1922.jpg,3746.jpg,The black bottle of steak sauce.
1922.jpg,3747.jpg,The rightmost bottle of bold and spicy sauce.
1922.jpg,3748.jpg,peter steak sauce is the third one from left to right.
2458.jpg,3749.jpg,The bottle which has a tag reading BLACK CRADA MOM.
2458.jpg,3750.jpg,a bottle of ANI SEED
2458.jpg,3751.jpg,A plastic bottle which has a tag reading HOT on it.
699.jpg,3752.jpg,A jar which has a tag of WHITE SANDAL
699.jpg,3753.jpg,The jar of WHITE SESAM
699.jpg,3754.jpg,TAMA RIND.
2688.jpg,3755.jpg,"The bottle on the rightmost has a tag reading ""DEATH"" on it."
2688.jpg,3756.jpg,"The leftmost bottle has a word of ""Valentina"" on it."
1674.jpg,3757.jpg,a bottle of Teriyaki on the left
1674.jpg,3758.jpg,soy sauce on the right
2642.jpg,3759.jpg,A box of Bread Mix
2642.jpg,3760.jpg,tagliatelle on the upper left shelf
2642.jpg,3761.jpg,The orange box has Rice inside.
2642.jpg,3762.jpg,The blue jar of Drinking Chocolate.
2642.jpg,3763.jpg,The red box of breakfast tea.
2044.jpg,3764.jpg,yellow box of Cheerios
3443.jpg,3765.jpg,THE OLD BAY
3443.jpg,3766.jpg,CHINESE FIVE SPICE JAR
2453.jpg,3767.jpg,Sugar jar below
3887.jpg,3768.jpg,The bottle has Chili Powder inside.
3887.jpg,3769.jpg,The bottle has cumin seed inside.
3887.jpg,3770.jpg,The jar is the second to the left of the one of Chili Powder.
66.jpg,3771.jpg,The white jar of BAGEL SESAME.
66.jpg,3772.jpg,large yellow can of OLD BAY.
2289.jpg,3773.jpg,SAMBHAR POWDER jar with a purple lid
2289.jpg,3774.jpg,The jar of GUNPOWDER in the lower right
2289.jpg,3775.jpg,a bottle of TUVAR DAL
1738.jpg,3776.jpg,The green bottle of CHIVES
1738.jpg,3777.jpg,The leftmost bottle of canola oil with a yellow lid
2415.jpg,3778.jpg,CHILI SAUCE on the right
2415.jpg,3779.jpg,The right jar is CONCORD GRAPE JELLY.
180.jpg,3780.jpg,The Mustard bottle in the woman's hand
180.jpg,3781.jpg,The bottle of probiotic sriracha in the woman's hand
2807.jpg,3782.jpg,The jar of FERMENTED MUSTARD
2807.jpg,3783.jpg,The jar of SESAME TAHINI.
3694.jpg,3784.jpg,The bottle of GRAPESEED OIL on the far right
3694.jpg,3785.jpg,The jar inside has CLARIFIED BUTTER.
2791.jpg,3786.jpg,The smaller box of minola margarine on top
2562.jpg,3787.jpg,The bottle of Maple Bourbon mustard
2562.jpg,3788.jpg,The spicy mustard sauce in the middle
2562.jpg,3789.jpg,The rightmost bottle of yellow mustard.
1592.jpg,3790.jpg,a bottle of olive oil
4257.jpg,3791.jpg,The rightmost bottle has coconut oil inside.
2241.jpg,3792.jpg,The bottle with a black lid is from the brand of BRAGG.
2241.jpg,3793.jpg,vinegar of Marukan
4434.jpg,3794.jpg,"The bottle of garlic powder, third from right"
4434.jpg,3795.jpg,The bottle of bay leaves on the upper layer
4434.jpg,3796.jpg,a white bottle of sesame
4434.jpg,3797.jpg,The bottle of Italian seasoning on the lower shelf
1254.jpg,3798.jpg,The rightmost bottle of garlic powder
4030.jpg,3799.jpg,The red can on the left of the flour jar
4030.jpg,3800.jpg,The bottle of flour
4030.jpg,3801.jpg,The rightmost bag of light brown sugar
2292.jpg,3802.jpg,The bottle with a red lid behind the tag writing Taco Tuesday.
2292.jpg,3803.jpg,The bottle of louisiana sauce
4213.jpg,3804.jpg,The bottle of corn product with a green cap
4213.jpg,3805.jpg,The can of Tomato paste in the middle
4213.jpg,3806.jpg,The rightmost red bottle of chili powder
3335.jpg,3807.jpg,The brown bottle of original dark rum
3335.jpg,3808.jpg,The butter on the top
3335.jpg,3809.jpg,The butter closer to us
4181.jpg,3810.jpg,The green bottle of garlic powder in the middle
4181.jpg,3811.jpg,The rightmost brown bottle of onion powder
4181.jpg,3812.jpg,a yellow bottle on the right of the liquid smoke.
4303.jpg,3813.jpg,A jar of garlic powder
4303.jpg,3814.jpg,pink fine himalayan salt
4303.jpg,3815.jpg,The bottle of cinnamon in the lower left
240.jpg,3816.jpg,The bottle with a green tag of GRANDMA'S.
240.jpg,3817.jpg,The pink bag of SUN-MAID brand
240.jpg,3818.jpg,all-purpose flour bag
215.jpg,3819.jpg,The left bottle of sauteed shrimp paste
1774.jpg,3820.jpg,The mayonnaise bottle with a blue lid
637.jpg,3821.jpg,The ground allspice bottle with a red lid
637.jpg,3822.jpg,The curry powder bottle with a black lid
637.jpg,3823.jpg,red spice on the second left of the ground allspice of McCormick
273.jpg,3824.jpg,The middle bottle of concord grape
273.jpg,3825.jpg,Great Value pure ground black pepper
273.jpg,3826.jpg,Tone's oregano bottle
273.jpg,3827.jpg,The box of the meat on the top has a special 25% discount today.
329.jpg,3828.jpg,soy sauce of brand kikkoman
3128.jpg,3829.jpg,The Cayenne pepper bottle with a black lid
2361.jpg,3830.jpg,bottle with green leaves next to the cayenne pepper
2361.jpg,3831.jpg,The bottle behind the cayenne pepper and the parsley
704.jpg,3832.jpg,The green can has creole seasoning inside.
704.jpg,3833.jpg,The canister has fine sea salt inside.
704.jpg,3834.jpg,The leftmost bottle has garlic powder inside.
531.jpg,3835.jpg,trader joe's ground nutmeg
2626.jpg,3836.jpg,The bag with white chunks of Puhul Dosi.
1225.jpg,3837.jpg,The leftmost bottle of peanut oil
1225.jpg,3838.jpg,The tallest bottle with a green tag of oil
1238.jpg,3839.jpg,The blue and white carton of beef broth
1238.jpg,3840.jpg,The blue and purple carton of heavy whipping cream
1238.jpg,3841.jpg,small bowl on the right of the salted butter.
1238.jpg,3842.jpg,big bowl in front of the carton of vitamin D milk.
4338.jpg,3843.jpg,The bottle with a red lid has garlic salt inside.
4338.jpg,3844.jpg,The bottle of bread crumbs
4328.jpg,3845.jpg,The woman is waiting in front of the booth of french fries.
4328.jpg,3846.jpg,The boy with a green coat is buying french fries.
3199.jpg,3847.jpg,the store of TESCO express
3199.jpg,3848.jpg,The name of the shop is Carphone Wareh.
3165.jpg,3849.jpg,ice cream store called CAULDRON.
3165.jpg,3850.jpg,The CHIMAC restaurant with an open sign
3165.jpg,3851.jpg,The shop which is on the left of the shop of CAULDRON
1901.jpg,3852.jpg,The shop called CAULDRON.
1901.jpg,3853.jpg,The restaurant called Natural Food.
1901.jpg,3854.jpg,The blue shop is on the left of the CAULDRON.
1901.jpg,3855.jpg,The restaurant named CHIMAC.
2491.jpg,3856.jpg,The shop of HOLLAND & BARRETT.
2491.jpg,3857.jpg,HERON FOODS store
2491.jpg,3858.jpg,blue storefront next to the holland and barrett shop
2491.jpg,3859.jpg,The blue car between the HOLLAND & BARRETT and the heron foods
2491.jpg,3860.jpg,The brown car is in front of the shop called break.
2124.jpg,3861.jpg,the drugstore
2124.jpg,3862.jpg,The shop called HARRIS
3941.jpg,3863.jpg,Keirby Pharmacy.
3941.jpg,3864.jpg,store called MAISON HUGILL.
3941.jpg,3865.jpg,The shop on the left of the Keirby Pharmacy.
3996.jpg,3866.jpg,The shop called AFRIKA BURGER.
3996.jpg,3867.jpg,The shop called O' TANDOORI.
1548.jpg,3868.jpg,The shop named WATSON.
1548.jpg,3869.jpg,restaurant of SPICE PALACE
1548.jpg,3870.jpg,TYNECASTLE CARPETS.
3765.jpg,3871.jpg,THE COFFEE SHOP.
3765.jpg,3872.jpg,mexican shop on the right
546.jpg,3873.jpg,The Anthony Seddon Centre.
4282.jpg,3874.jpg,The shop is called A.G. SIMMONDS & SONS.
4282.jpg,3875.jpg,The shop is on the left side of the one called A.G. SIMMONDS & SONS.
1122.jpg,3876.jpg,Eisenberg's Sandwich restaurant
1122.jpg,3877.jpg,THE RUSSIAN BOOKSTORE.
1122.jpg,3878.jpg,The shop on the right of the RUSSIAN BOOKSTORE.
1122.jpg,3879.jpg,store on the left side of the Eisenberg's Sandwich.
934.jpg,3880.jpg,THE INDIA GARDEN RESTAURANT
934.jpg,3881.jpg,white jeep
934.jpg,3882.jpg,The white car in front of the restaurant called METAMORPHOSIS.
934.jpg,3883.jpg,The van in front of the jeep car.
934.jpg,3884.jpg,car behind the white jeep
3820.jpg,3885.jpg,The shop named ALI'S OF LONDON.
3820.jpg,3886.jpg,shop on the right of the ALI'S OF LONDON
1366.jpg,3887.jpg,The shop of Elcan.
1366.jpg,3888.jpg,the tea shop on the left of the elcan store
2600.jpg,3889.jpg,The shop on the right of the JEEPNEY shop
2600.jpg,3890.jpg,The shop conducts business of laundromat & cleaners.
1960.jpg,3891.jpg,The shop of MONOCLE.
1960.jpg,3892.jpg,BRIDAL ROGUE GALLERY next to the MONOCLE coffeehouse
2973.jpg,3893.jpg,The storefront of TIFFANY & Co.
2973.jpg,3894.jpg,the LOUIS VUITTON shop
2973.jpg,3895.jpg,The shop of Dolce&Gabbana.
1609.jpg,3896.jpg,storefront of Yaxley Community Information Project.
1609.jpg,3897.jpg,D&A SANDERS pet store
1609.jpg,3898.jpg,part of the storefront on the right of the Yaxley Community Information Project.
3350.jpg,3899.jpg,The shop called LE BOULANGE.
3350.jpg,3900.jpg,The shop of VINS.
3958.jpg,3901.jpg,phone repaire shop.
3958.jpg,3902.jpg,shop of opticians.
4228.jpg,3903.jpg,The shop sells HARDWARE.
4228.jpg,3904.jpg,The shop provides service of Lady's Nails.
3610.jpg,3905.jpg,the whole building of Jos. A. Bank
3610.jpg,3906.jpg,large building of Summit Mall
3610.jpg,3907.jpg,building of COCINA ITALIANA
3619.jpg,3908.jpg,davids check cashing shop
3619.jpg,3909.jpg,The shop named Gates MINI MARKET.
3286.jpg,3910.jpg,Seina's shop
3286.jpg,3911.jpg,The shop is on the right of the Seina's.
3286.jpg,3912.jpg,The shop on the left of theSeina's.
3286.jpg,3913.jpg,shop on the third left of the shop called Seina's.
1716.jpg,3914.jpg,SOLIHULL TILES shop
1716.jpg,3915.jpg,The shop on the right of the one called SOLIHULL TILES.
1716.jpg,3916.jpg,The shop on the left of the SOLIHULL TILES.
1886.jpg,3917.jpg,The shop next to bookworm
1886.jpg,3918.jpg,The shop called Bookworm.
436.jpg,3919.jpg,blk storefront on the left of the GOLDEN BRIDGE
436.jpg,3920.jpg,GOLDEN BRIDGE restaurant on the right
436.jpg,3921.jpg,THE H&A CONVENIENCE STORE.
436.jpg,3922.jpg,store of EY CARPETS
436.jpg,3923.jpg,the car parked in front of the golden bridge
436.jpg,3924.jpg,The car is in front of the H&A CONVENIENCE STORE.
3047.jpg,3925.jpg,The place of post office.
3047.jpg,3926.jpg,The shop which is on the left side of the post office
2222.jpg,3927.jpg,store with a logo of HR
2222.jpg,3928.jpg,store with a stock clearance sign
2222.jpg,3929.jpg,An insurance store
1588.jpg,3930.jpg,Food booth of NONG'S KHAO MAN GAI.
1588.jpg,3931.jpg,Food booth of BBQ FUSION.
1588.jpg,3932.jpg,The lady in a white T-shirt is buying things at the shop called NONG'S KHAO MAN GAI.
1588.jpg,3933.jpg,The woman in a green shirt sitting in front of NONG'S KHAO MAN GAI.
1588.jpg,3934.jpg,women in a striped shirt sitting in front of NONG'S KHAO MAN GAI.
1588.jpg,3935.jpg,The woman who is eating in front of the shop of BBQ FUSION.
1403.jpg,3936.jpg,WEIGH & SAVE cake creation shop
1403.jpg,3937.jpg,The shop called LISCARD LICHE
1403.jpg,3938.jpg,The shop on the left of the WEIGH & SAVE shop
2781.jpg,3939.jpg,The SUBWAY restaurant
2781.jpg,3940.jpg,The shop named Kissed By The Sun.
2781.jpg,3941.jpg,CHUNKY GRILL restaurant on the far left
2781.jpg,3942.jpg,The car in front of the CHUNKY GRILL.
2781.jpg,3943.jpg,black car in front of SUBWAY.
2781.jpg,3944.jpg,The white car is going pass the shop of Kissed By The Sun.
1417.jpg,3945.jpg,a salon.
1417.jpg,3946.jpg,The shop on the right of the unisex salon.
1417.jpg,3947.jpg,The shop on the left of the unisex salon.
1731.jpg,3948.jpg,The shop of TUI ReiseCenter.
4346.jpg,3949.jpg,a bag with logo of Plain Flour
4346.jpg,3950.jpg,Whitwonhs chopped almonds
3572.jpg,3951.jpg,the green bottle with chosen blend oil
3572.jpg,3952.jpg,a bottle of STAR EXTRA VIRGIN
3572.jpg,3953.jpg,the yellow bottle of Corn Oil 
2363.jpg,3954.jpg,a bottle with logo of Heinz
2363.jpg,3955.jpg,a yellow plastic bottle with logo of French's
628.jpg,3956.jpg,a green bottle with logo of Kikkoman
628.jpg,3957.jpg,the LEA & Perrins sacue
1705.jpg,3958.jpg,a cup of AJWAIN above
1705.jpg,3959.jpg,the Duck seasoning
1705.jpg,3960.jpg,a blue bottle of Bombay
1705.jpg,3961.jpg,Bart Cumin
1171.jpg,3962.jpg,the Ground Cinnamon
579.jpg,3963.jpg,Vegetable Oil
2024.jpg,3964.jpg,Tyling Naturals sauce
2024.jpg,3965.jpg,a bottle on the right of the bottle of Tyling Naturals
2024.jpg,3966.jpg,a bottle with logo of French's
3426.jpg,3967.jpg,a bottle with logo of Kirkland
3827.jpg,3968.jpg,a can on a green can of Mushrroms
3827.jpg,3969.jpg,a can of Chicken Rice
3827.jpg,3970.jpg,a can of Sun Vista pinto bean
3827.jpg,3971.jpg,Albertson's mushrooms can
1834.jpg,3972.jpg,a bottle on the right of the Hot Thai Green Hot Sauce
1834.jpg,3973.jpg,a bottle with logo of Yellow
534.jpg,3974.jpg,the Squid brand sauce
534.jpg,3975.jpg,a bowl in front of the bottle of Squip
534.jpg,3976.jpg,a bottle with logo of Lucky
534.jpg,3977.jpg,the glass bowl on the right of the bottle of Red Boat
3680.jpg,3978.jpg,a jar with logo of Jardin Bio
3680.jpg,3979.jpg,a bag of Peeled Black Eye Beans
4313.jpg,3980.jpg,Naturally Brewed soy sauce
4313.jpg,3981.jpg,a bottle of Fish Sauce
2432.jpg,3982.jpg,Yellow Mustard
2432.jpg,3983.jpg,a bottle of Tomato Ketchup
31.jpg,3984.jpg,a can of Amy's Organic Soups
31.jpg,3985.jpg,a can of Goya
31.jpg,3986.jpg,a box with logo of Kitchen Basics
31.jpg,3987.jpg,the Sclafani can of tomatoes
1312.jpg,3988.jpg,Lawry's Seasoned Salt
1312.jpg,3989.jpg,the Turmeric powder
275.jpg,3990.jpg,the Tsunami bottle
275.jpg,3991.jpg,a bottle with logo of Lane's BBQ
3491.jpg,3992.jpg,a bottle with logo of Blues Hog
3491.jpg,3993.jpg,the Everyday Rub on the right
853.jpg,3994.jpg,a bottle of black peppercorns
853.jpg,3995.jpg,a bottle which was marked with Everything But the Elote Seasoning Blend
982.jpg,3996.jpg,Bragg brand seasoning
982.jpg,3997.jpg,a bear shaped bottle of Honey
982.jpg,3998.jpg,the salt lying beneath the bottle of Star Anise
219.jpg,3999.jpg,the bottle of Vanilla Extract
219.jpg,4000.jpg,a bottle of Ground Ginger
346.jpg,4001.jpg,a bottle of Muscle Milk
346.jpg,4002.jpg,a bottle of Splash smoothies
1454.jpg,4003.jpg,a jar of Oregano
1454.jpg,4004.jpg,a jar with Cumin
1454.jpg,4005.jpg,a jar of Turmeric
3048.jpg,4006.jpg,a bottle of Marmite brand product
3048.jpg,4007.jpg,a can of Carling
3048.jpg,4008.jpg,a box of Mediey
3048.jpg,4009.jpg,a bottle of Highland spring
1301.jpg,4010.jpg,a bottle of Clear Honey
1301.jpg,4011.jpg,a bottle on the left of the Clear Honey
3464.jpg,4012.jpg,the Barking Powder
3464.jpg,4013.jpg,Branstonn baked beans on the right
3464.jpg,4014.jpg,a box of Sage & Onion Stuffing Mix
3336.jpg,4015.jpg,a bottle of Quinoa
3336.jpg,4016.jpg,a large bottle of Oats
3336.jpg,4017.jpg,a bottle on the right of the bottle of Oats
3336.jpg,4018.jpg,a bottle on the right of the bottle of Quinoa
1497.jpg,4019.jpg,a can with logo of Lucia
1497.jpg,4020.jpg,a can with logo of Coco Lopez
330.jpg,4021.jpg,a green can of Orego
330.jpg,4022.jpg,a can with logo of idyl
330.jpg,4023.jpg,a can with logo of Sushi
3172.jpg,4024.jpg,a can of Pineapple Chunks
3172.jpg,4025.jpg,a can with whole new potatoes
3172.jpg,4026.jpg,the box of Reynold's Wrap
83.jpg,4027.jpg,a red can of  baking powder
83.jpg,4028.jpg,a can of Sesame Oil
83.jpg,4029.jpg,the heinz Gebackene Bohnen
83.jpg,4030.jpg,a bag with logo of Paneangeli
2497.jpg,4031.jpg,a bag of Rancho Gordo
2497.jpg,4032.jpg,a box of Tortiglioni
2497.jpg,4033.jpg,the can on the left of the bag of Rancho Gordo
4537.jpg,4034.jpg,a bottle of Honey Ginger & Soy
966.jpg,4035.jpg,McDonald's
966.jpg,4036.jpg,a store with logo of DAN-THANH
616.jpg,4037.jpg,a store of Photo Studio
616.jpg,4038.jpg,a store of Pizza
616.jpg,4039.jpg,a store on the left of Photo Studio
616.jpg,4040.jpg,a store on the left of Stationers
616.jpg,4041.jpg,a store on the left of Ice Cream Bakery
1577.jpg,4042.jpg,a store of BODYPIERCING
1577.jpg,4043.jpg,a store on the right of BODYPIERCING
1577.jpg,4044.jpg,a store called Dr. Martens
899.jpg,4045.jpg,the Barber Shop
899.jpg,4046.jpg,a store of Lotto Candy
3535.jpg,4047.jpg,a store called Pro Cut
3535.jpg,4048.jpg,the Glory Salon
1195.jpg,4049.jpg,touch of class Hair Salon
1195.jpg,4050.jpg,a store called ADWOA
2042.jpg,4051.jpg,the Ada Hair Salon
3881.jpg,4052.jpg,the Natives shop
3881.jpg,4053.jpg,the Monsoon Asian Kitchen
798.jpg,4054.jpg,the Al Basra Unisex Salon
798.jpg,4055.jpg,a store called UTS
3978.jpg,4056.jpg,a store with the slogan of The Future Is Ours For The Making
3978.jpg,4057.jpg,a black shopfront at the bottom right of the sign of carnaby street
3755.jpg,4058.jpg,the ARK unisex Hair Salon
3755.jpg,4059.jpg,Fried Chicken restaurant
3755.jpg,4060.jpg,a car parked in front of Fried Chicken restaurant
3755.jpg,4061.jpg,a car parked in front of ARK Unisex Hair Salon
2057.jpg,4062.jpg,a store called Ally Pally Hair Salon
2057.jpg,4063.jpg,the Bertie's
64.jpg,4064.jpg,a store on the left of Store No.120
64.jpg,4065.jpg,a store called SHER
470.jpg,4066.jpg,a store called MIR AGE
470.jpg,4067.jpg,a store on the right of MIR AGE
4171.jpg,4068.jpg,a store called Adom Barbers
4171.jpg,4069.jpg,the Mini Market
4171.jpg,4070.jpg,the Care Centre
1993.jpg,4071.jpg,the George's
1993.jpg,4072.jpg,Perfect Fried restaurant
1993.jpg,4073.jpg,a store called HIPS
447.jpg,4074.jpg,the A&A Hair Salon
447.jpg,4075.jpg,a store called Realtec
3175.jpg,4076.jpg,a store called Agassi Hair
3175.jpg,4077.jpg,a store called Greggs
210.jpg,4078.jpg,the Subway
210.jpg,4079.jpg,the store of Best-one
210.jpg,4080.jpg,the store of Iceland
210.jpg,4081.jpg,a store on the right of Dave's
210.jpg,4082.jpg,a car parked under the shop sign of best-one
210.jpg,4083.jpg,the car under the subway sign
4558.jpg,4084.jpg,a store called A&J Hair and Beauty Salon
4558.jpg,4085.jpg,a store on the left of A&J Hair and Beauty Salon
3147.jpg,4086.jpg,a store of 2nd Glance Hair&Beauty Salon
3147.jpg,4087.jpg,a store on the left of 2nd Glance Hair&Beauty Salon
1542.jpg,4088.jpg,a store called A&N Style
1542.jpg,4089.jpg,a store called Food&Wi
4325.jpg,4090.jpg,The Yellow Cafe
4325.jpg,4091.jpg,the Dental Surgery
4325.jpg,4092.jpg,the store on the left of Yellow Cafe
1811.jpg,4093.jpg,a store called Ali Hair Dressers
1811.jpg,4094.jpg,a store on the left of Ali Hair Dressers
95.jpg,4095.jpg,a store called Chez Sinan & Guven
2624.jpg,4096.jpg,the Vihan's Video shop
2624.jpg,4097.jpg,a store of Pay-o-matic
2624.jpg,4098.jpg,a man standing under the sign of Pay-o-matic
2624.jpg,4099.jpg,a man in all black standing under the sign of Vihan's Video
970.jpg,4100.jpg,a store called Woolworths
970.jpg,4101.jpg,a store on the right of Woolworths
1084.jpg,4102.jpg,a store called Pet Central
1084.jpg,4103.jpg,a store called Toos
1084.jpg,4104.jpg,a store on the left of Pet Central
4417.jpg,4105.jpg,a store called Missha
4417.jpg,4106.jpg,a store called It's skin
4417.jpg,4107.jpg,a store called Beyond
4169.jpg,4108.jpg,a store called Joe's Pizza
4169.jpg,4109.jpg,a store called Garden
3284.jpg,4110.jpg,a store called Subway
3284.jpg,4111.jpg,a store on the right of Subway
3284.jpg,4112.jpg,a store called Cafe Rouge
707.jpg,4113.jpg,a store called Rose Morris
707.jpg,4114.jpg,a Music studio
3592.jpg,4115.jpg,a store called Fish&chips
3592.jpg,4116.jpg,the Childrens Wear shop
3592.jpg,4117.jpg,a store on the right of Fish&chips
3476.jpg,4118.jpg,a store called Table 22
3476.jpg,4119.jpg,the Atelier Veronese
3186.jpg,4120.jpg,a store called Cheltenham&Gloucester
3186.jpg,4121.jpg,a store called Palmers
3186.jpg,4122.jpg,a store on the left of Cheltenham&Gloucester
3186.jpg,4123.jpg,a car parked in front of Cheltenham&Gloucester
3186.jpg,4124.jpg,a car parked in front of Palmers
3186.jpg,4125.jpg,a car parked in front of ntander
2476.jpg,4126.jpg,Palmyra restaurant
2476.jpg,4127.jpg,a store called All About Cash
1441.jpg,4128.jpg,a store called Fido
1441.jpg,4129.jpg,a store of Smoke signalz
1383.jpg,4130.jpg,a store called Deera
1383.jpg,4131.jpg,a store called Greg
1383.jpg,4132.jpg,a store called BrightHouse
3775.jpg,4133.jpg,a yellow car parked on the right of the Cafe Pieni Kiss
3775.jpg,4134.jpg,a store called Cafe Pieni Kiss
2805.jpg,4135.jpg,a store called Framing Factory
2805.jpg,4136.jpg,a store which number is 416.691.4444
2805.jpg,4137.jpg,a store called Damforth Carpet Connection
2805.jpg,4138.jpg,a store on the left of Damforth Carpet Connection
1701.jpg,4139.jpg,the Strickly Salsa
1701.jpg,4140.jpg,a store called Ja cal Mexican Food And Catering
3296.jpg,4141.jpg,a store of ce Fiore
3296.jpg,4142.jpg,the shop with an open sign
3514.jpg,4143.jpg,the Grace shop
3514.jpg,4144.jpg,the Deza
3514.jpg,4145.jpg,the El Girasol shop
4250.jpg,4146.jpg,a store called Books-a-million
4250.jpg,4147.jpg,Joe coffee house
328.jpg,4148.jpg,a women in red ordering at the Pierogi Truck
328.jpg,4149.jpg,a women in grey stripe waiting at the Pierogi Truck
328.jpg,4150.jpg,a car which number is ZBK8188
328.jpg,4151.jpg,a white car parked in front of the red car which number is ZBK8188
3305.jpg,4152.jpg,a restaurant called Subway
3305.jpg,4153.jpg,a restaurant called KFC
3623.jpg,4154.jpg,a store called Mike's
3623.jpg,4155.jpg,a store on the right of Mike's
3623.jpg,4156.jpg,a store on the left of Mike's shop
652.jpg,4157.jpg,a store called Zawia Deli
652.jpg,4158.jpg,a store called New Lots Cleaners
652.jpg,4159.jpg,a store called Crown
4100.jpg,4160.jpg,a store called Pretty Skin
4100.jpg,4161.jpg,a store called Tonymoly
4100.jpg,4162.jpg,a store called Lush
1708.jpg,4163.jpg,a yellow bottle of yellow mustard
2774.jpg,4164.jpg,a glass jar of moth in law
3614.jpg,4165.jpg,a woodmade bottle written white on it
3614.jpg,4166.jpg,a megachef brand fish sauce
3614.jpg,4167.jpg,a jar of cornflour
3614.jpg,4168.jpg,a bottle of premiun dark soy sauce
1634.jpg,4169.jpg,a bottle of bee sting
1634.jpg,4170.jpg,a bottle of chelse
1990.jpg,4171.jpg,a hot sauce on the left side
1990.jpg,4172.jpg,a bottle of lentina
1578.jpg,4173.jpg,a bottle of chocolate pow pow
1578.jpg,4174.jpg,a bottle of yellowbird blue agave sriracha
1695.jpg,4175.jpg,a bottle of hot sauce chile habane in front
1695.jpg,4176.jpg,a bottle of badia chili hot sauce
4446.jpg,4177.jpg,a blue bottle of polar pop
4446.jpg,4178.jpg,a bottle of mega death sauce
608.jpg,4179.jpg,a bottle of secret aardvark
1753.jpg,4180.jpg,a hell fire detroit chile pepper bottle in the middle
1753.jpg,4181.jpg,a lucky dog brand dog food bottle
1753.jpg,4182.jpg,a red bottle on the right of the lucky dog bottle
4191.jpg,4183.jpg,a bottle of hell fire detroit
4191.jpg,4184.jpg,a bottle of classic hot sauce on the right side
698.jpg,4185.jpg,a glass bottle of jala pepa
698.jpg,4186.jpg,the black on the right of the jala pepa
2964.jpg,4187.jpg,a bottle of hell fire detroit
638.jpg,4188.jpg,a bottle of the bronx hot sauce 
638.jpg,4189.jpg,an original louisiana hot sauce
638.jpg,4190.jpg,a bottle of ancho & morita
638.jpg,4191.jpg,a bottle of hamajang right in the middle
638.jpg,4192.jpg,a bottle of karma sauce
4291.jpg,4193.jpg,a bottle of secret aardvark
4498.jpg,4194.jpg,a chili sauce bottle in the middle
1647.jpg,4195.jpg,a can of baking powder
1647.jpg,4196.jpg,a bucket of sour cream
1647.jpg,4197.jpg,a bucket of corn starch
688.jpg,4198.jpg,a glass bottle of appleton estate
688.jpg,4199.jpg,a bucket of vegetable oil
688.jpg,4200.jpg,a box of jello
3925.jpg,4201.jpg,a betty crockes brand cake mix super moist
2396.jpg,4202.jpg,a bag of gold medal food
2396.jpg,4203.jpg,a bag of dark brown sugar
2396.jpg,4204.jpg,a bowl of black item between gold medal bag and arm hammer box
2396.jpg,4205.jpg,a bowl of mix food in front of the bown sugar
2396.jpg,4206.jpg,a bottle of honey
4383.jpg,4207.jpg,a can of baking powder
4383.jpg,4208.jpg,a can of baking soda
935.jpg,4209.jpg,a bottle of famous daves brand bbq sauce
935.jpg,4210.jpg,a bottle of welch's brand concord grape
4086.jpg,4211.jpg,a yellow bottle of olive oil
4086.jpg,4212.jpg,a bowl under the yellow bottle of olive oil
4086.jpg,4213.jpg,a bowl under the green bottle of olive oil
2510.jpg,4214.jpg,a bottle of heinz brand chili sauce on the right
2719.jpg,4215.jpg,a bottle of red currant jelly
2719.jpg,4216.jpg,a small can of ground ginger
2719.jpg,4217.jpg,a pure yellow bottle on the right side of the heinz chili sauce
3114.jpg,4218.jpg,a can of stir-fry baby corn
506.jpg,4219.jpg,a bag of botan brand calrose rice
506.jpg,4220.jpg,a bag of sfoglini
566.jpg,4221.jpg,a bottle of stubb's brand spicy sauce
566.jpg,4222.jpg,the honey behind the stubb's spicy
566.jpg,4223.jpg,a plastic bottle of japanese barbecue sauce
2469.jpg,4224.jpg,a bottle of marukan brand rice vinegar
2469.jpg,4225.jpg,a bottle of thai kitchen premium fish sauce
2280.jpg,4226.jpg,a bottle of bay leaves
2280.jpg,4227.jpg,a bottle of simply organic cinnamon
1104.jpg,4228.jpg,a bottle of allspice on the right side 
